Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2011-02-22,15.094985008239746,15.459118948206235,15.03462611482363,15.337905779708436,146141730
2011-02-23,15.122443199157715,15.206055668044616,14.941366518571737,15.097953537614442,116017237
2011-02-24,15.060599327087402,15.166227385657212,14.875810608107848,15.124173936009335,108874565
2011-02-25,15.090779304504395,15.20654990373074,15.077421049148377,15.135801256825333,77585724
2011-02-28,15.173894882202148,15.250334253847866,15.040560506322985,15.089788935494157,91602065
2011-03-01,14.86121654510498,15.317868444795511,14.825100096952585,15.282245483910028,133426247
2011-03-02,14.861958503723145,14.990839186193535,14.723428772171236,14.837467896768032,81371863
2011-03-03,15.07890510559082,15.126648341253478,14.966102061814661,15.000240772255165,78103658
2011-03-04,14.857751846313477,15.064557098720423,14.847363040082687,15.048477560557233,120891439
2011-03-07,14.636106491088867,14.933696356480366,14.520830330570753,14.856021841116835,139027162
2011-03-08,14.65218448638916,14.792445683163768,14.599988502370538,14.667521425619544,91738575
2011-03-09,14.63882827758789,14.70660842313695,14.489909731166495,14.619779289939418,86362499
2011-03-10,14.35508918762207,14.511428976578763,14.334062463509953,14.482239348353929,125592995
2011-03-11,14.266282081604004,14.347667692909965,14.182669621000644,14.303635560503272,121734587
2011-03-14,14.100048065185547,14.305368132783022,14.051315960401043,14.169560625311597,113066217
2011-03-15,14.089411735534668,14.12503375112682,13.741604543410471,13.791079249335404,160824559
2011-03-16,13.781182289123535,14.095099843380119,13.637210940432325,14.051067710808583,152509508
2011-03-17,13.886564254760742,14.075556607354928,13.86627918229931,13.963744333177575,116406692
2011-03-18,13.879143714904785,14.050573234800053,13.846490202393557,13.967702420182667,132438559
2011-03-21,14.261088371276855,14.342722156374915,14.076052423182917,14.105737435945848,121288923
2011-03-22,14.2813720703125,14.328619921749386,14.162385760671713,14.280135037034432,75758903
2011-03-23,14.401102066040039,14.40827610184053,14.149770226134406,14.228681778362375,72920303
2011-03-24,14.518110275268555,14.555216541921359,14.317984599781528,14.48199287759815,84262658
2011-03-25,14.341236114501953,14.518602622818468,14.328866729267352,14.517860971188275,114764559
2011-03-28,14.23288631439209,14.47110708350153,14.216806777146255,14.398873248092446,89068604
2011-03-29,14.390463829040527,14.394421198850216,14.174754022678826,14.248718382108922,64432607
2011-03-30,14.393186569213867,14.483724910263556,14.362016358856042,14.456018582830204,57105245
2011-03-31,14.514892578125,14.549525722668392,14.390711859871615,14.421880174452756,81480268
2011-04-01,14.639569282531738,14.723428963649054,14.564367887347595,14.564367887347595,104919797
2011-04-04,14.537651062011719,14.712296291444313,14.424353590060282,14.669253974320753,82488031
2011-04-05,14.07778549194336,14.384528112223634,13.993430418892999,14.37438652171913,242806701
2011-04-06,14.203696250915527,14.227938692659913,14.050819400968523,14.154221551390856,107132058
2011-04-07,14.347667694091797,14.363500014810244,14.203943563140248,14.242039640872584,101639547
2011-04-08,14.302152633666992,14.468634971451339,14.299679514120584,14.468634971451339,76357137
2011-04-11,14.282610893249512,14.30066911867181,14.174508757963837,14.253667531370196,74606600
2011-04-12,14.115385055541992,14.271230420020535,14.05205766194367,14.223981618458042,83736694
2011-04-13,14.255645751953125,14.288298316512915,14.143585310217865,14.236598659424688,83086265
2011-04-14,14.310809135437012,14.334062709282833,14.152243441618944,14.228680922506275,219070062
2011-04-15,13.128116607666016,13.500414385723623,13.112285233192141,13.489034815726667,563853569
2011-04-18,13.03262996673584,13.052915039805573,12.838689475222615,13.022240212976879,202347616
2011-04-19,12.901275634765625,13.13256961445335,12.88569147721634,13.10956420397763,107766427
2011-04-20,13.005171775817871,13.032135502646538,12.8978122501427,13.009377310195195,122858785
2011-04-21,12.989587783813477,13.068253063094518,12.922549291725542,13.048710588685703,99174342
2011-04-25,12.988350868225098,13.036588538021501,12.913149471013096,12.993299001573154,65476506
2011-04-26,13.180560111999512,13.294847407451194,12.992308451459182,13.024714747212409,140524754
2011-04-27,13.302762031555176,13.311420317171823,13.218406971884745,13.30869808624936,92280599
2011-04-28,13.307955741882324,13.339620381757369,13.21172763064016,13.310182591070067,80299860
2011-04-29,13.459598541259766,13.459598541259766,13.321316016403097,13.358175064654182,169773978
2011-05-02,13.322552680969238,13.499920151499927,13.286931614278465,13.499177552614464,85667905
2011-05-03,13.207029342651367,13.407896658658633,13.101648498434452,13.287178874145821,83572079
2011-05-04,13.25403118133545,13.333437168274235,13.185507488766897,13.238694240745076,84997401
2011-05-05,13.2164306640625,13.343827106808797,13.147906970547767,13.20628812687689,80211530
2011-05-06,13.241908073425293,13.394290493966945,13.238940519604652,13.312409498889037,82552271
2011-05-09,13.300783157348633,13.320821013453768,13.138011925004347,13.234487263965946,78240168
2011-05-10,13.423974990844727,13.467760855798836,13.297320206450244,13.358174479184939,82022292
2011-05-11,13.245617866516113,13.44599073226508,13.202081115763148,13.36163756728692,93902656
2011-05-12,13.235724449157715,13.282477868618734,13.133311159603752,13.240424418107585,58149143
2011-05-13,13.099668502807617,13.257246277490617,13.087300064021283,13.224839982790296,84664157
2011-05-16,12.8243408203125,13.043267290953601,12.774371685970776,13.019519283443115,118771522
2011-05-17,13.12217903137207,13.140979853328798,12.740482279411955,12.750376651227159,132639308
2011-05-18,13.106101036071777,13.118963909454665,13.004430346377688,13.099421434960135,78420843
2011-05-19,13.1417236328125,13.272583957846818,13.103874768282212,13.17833356957168,99118132
2011-05-20,12.963119506835938,13.16002755532535,12.94085574843112,13.155327586416407,93047462
2011-05-23,12.823599815368652,12.863427362838268,12.700160750162519,12.779319516266272,92344839
2011-05-24,12.820384979248047,12.961387843462607,12.81766369519758,12.872580969114015,76284867
2011-05-25,12.855263710021973,12.931948405023324,12.795398310093981,12.797377942166026,52259149
2011-05-26,12.817166328430176,12.915869454724476,12.739739983952171,12.806529358310557,85057626
2011-05-27,12.885692596435547,12.907709139895017,12.771899725948952,12.82582813336011,70093747
2011-05-31,13.08655834197998,13.087299993650804,12.950007292844953,12.987113556196864,107894906
2011-06-01,13.001956939697266,13.18996044139076,12.994782903765953,13.062315834031427,118679178
2011-06-02,13.062809944152832,13.1182216507275,12.924775585780731,13.050689669331385,88510520
2011-06-03,12.939617156982422,13.051430378183374,12.900533156995849,12.91290159535042,70202152
2011-06-06,12.889649391174316,13.03213650618144,12.844874654494365,12.950998102223876,77975179
2011-06-07,12.839430809020996,12.977961487172404,12.838441940149101,12.93491727547281,76590006
2011-06-08,12.8428955078125,12.894101679728989,12.759035822815434,12.777589428843813,66383894
2011-06-09,12.782536506652832,12.863427689774504,12.755572778945607,12.863427689774504,67817246
2011-06-10,12.603930473327637,12.781545139962564,12.59848885331549,12.71697977388285,97961814
2011-06-13,12.485688209533691,12.621002239176685,12.42236081174098,12.616054105429502,97455925
2011-06-14,12.575732231140137,12.716981359753968,12.541594467638816,12.570289663256933,94011061
2011-06-15,12.44165325164795,12.575234835897248,12.383768435215561,12.493106632297252,83242849
2011-06-16,12.377832412719727,12.53120465695458,12.286305205587855,12.438192252049939,110693357
2011-06-17,11.998112678527832,12.534171440203473,11.992671058607474,12.52155578559612,210602442
2011-06-20,11.987229347229004,12.028046712328576,11.854885720968536,11.997620048622323,121598077
2011-06-21,12.195517539978027,12.21877206158141,11.990940075130846,12.051794347846924,111030616
2011-06-22,12.047341346740723,12.179438696123677,12.040415475760181,12.157174938273895,96644896
2011-06-23,11.879373550415039,11.94468057195691,11.71882822751574,11.926622348865656,192787918
2011-06-24,11.747278213500977,11.892486610202802,11.70126644416303,11.890755142340444,152794573
2011-06-27,11.943198204040527,12.08172699766166,11.715613426876931,11.725508746646643,138304463
2011-06-28,12.211597442626953,12.274924831779346,11.973376660871514,11.973376660871514,109011074
2011-06-29,12.308568954467773,12.374864848873864,12.180180805776953,12.283088530199025,94071286
2011-06-30,12.526503562927246,12.533677598495638,12.405785780365793,12.417907002067498,97500090
2011-07-01,12.888908386230469,12.89261948663273,12.52650493990377,12.535411391430685,146013250
2011-07-05,13.171158790588379,13.24438149628733,12.994533936088734,12.994533936088734,154545110
2011-07-06,13.243391990661621,13.321314666697067,13.18600065678943,13.197380226117225,108228151
2011-07-07,13.521439552307129,13.622369532775831,13.256255990721673,13.382910769556972,158010049
2011-07-08,13.160028457641602,13.30004245436779,13.04326898421148,13.183777415427528,191523195
2011-07-11,13.0435152053833,13.258730587758633,12.999482123373106,13.06577896361445,113997696
2011-07-12,13.209997177124023,13.343825992899925,13.011851155051632,13.065283226158819,114073981
2011-07-13,13.315131187438965,13.45712385875126,13.27109810534272,13.283962873046885,112026334
2011-07-14,13.084578514099121,13.407648796863512,13.029908462379607,13.336404772293449,266976958
2011-07-15,14.783540725708008,14.84860053201874,14.549525470030195,14.78057222463826,551342851
2011-07-18,14.717245101928711,14.893127372733256,14.644516824392277,14.656638046116274,179401931
2011-07-19,14.905495643615723,14.958186064375244,14.731840224208437,14.746929946886224,119144917
2011-07-20,14.727386474609375,14.91242241048213,14.727386474609375,14.896343818957908,89446014
2011-07-21,15.015331268310547,15.041800562810765,14.694239640093954,14.694735021773097,139300182
2011-07-22,15.293377876281738,15.32479435557396,14.948044768490082,14.975750147750137,141656982
2011-07-25,15.311930656433105,15.470992686384541,15.164001926666563,15.172907430183525,125733520
2011-07-26,15.39950180053711,15.522693654872022,15.268394258622028,15.288925602882859,94067271
2011-07-27,15.021018981933594,15.360663244281652,14.95991843970791,15.267403624596986,157965884
2011-07-28,15.113042831420898,15.237718932303938,14.916628268606193,14.970802940899912,124802042
2011-07-29,14.933696746826172,15.212487691312447,14.933696746826172,14.947055002039942,166116320
2011-08-01,15.009886741638184,15.225843762597435,14.822130479395142,15.119968492796591,159238637
2011-08-02,14.654411315917969,15.08162539482224,14.633879026438713,14.990838898443233,128503865
2011-08-03,14.871359825134277,14.916628996202151,14.437467043967903,14.700671948183365,153601587
2011-08-04,14.2863187789917,14.81396744442821,14.285082692947325,14.70635976071704,197320845
2011-08-05,14.323920249938965,14.595041767361165,13.902395942142228,14.410501214889438,238052949
2011-08-08,13.507094383239746,14.07555762708289,13.465782583673935,13.926639079804744,300987964
2011-08-09,14.184650421142578,14.214335432936439,13.383158891478146,13.877658713501436,259758001
2011-08-10,13.58105754852295,13.954838607879886,13.54939290705951,13.88705846793127,215589063
2011-08-11,13.905611038208008,14.063186899013525,13.566214034896104,13.700041889966407,193948251
2011-08-12,13.946182250976562,14.112663638030867,13.862816054449436,14.08792675993758,126644924
2011-08-15,13.784398078918457,13.976360825363393,13.507834949456115,13.690396811394768,286867234
2011-08-16,13.333436012268066,13.66590622608531,13.118220639418965,13.665659008870202,278616423
2011-08-17,13.18872356414795,13.449455331284968,13.129847976786895,13.358916048021653,163775579
2011-08-18,12.489397048950195,12.984391247834239,12.380799551307769,12.949264619427675,252571164
2011-08-19,12.144065856933594,12.736525293412754,12.14258065909446,12.352354434754508,217211120
2011-08-22,12.32341194152832,12.541842108036779,12.233368034339671,12.467629576182125,196971541
2011-08-23,12.834236145019531,12.898306132445986,12.34542614751396,12.455259735107608,174523715
2011-08-24,12.944812774658203,13.110800668585215,12.794904419239682,12.846852240278777,144318923
2011-08-25,12.86441707611084,13.290642333128607,12.821373807502214,13.120201673769806,132213719
2011-08-26,13.033125877380371,13.121932748788112,12.693728819465845,12.863180604785214,144391193
2011-08-29,13.335416793823242,13.34456951472554,13.198866684805544,13.223604510719372,93782206
2011-08-30,13.37549114227295,13.432140832160199,13.130839840596462,13.313400778584331,120008140
2011-08-31,13.381922721862793,13.514019129136788,13.259225305341623,13.475429561237878,108135806
2011-09-01,13.17264461517334,13.45291886917387,13.140980917853353,13.376728600693658,96982155
2011-09-02,12.983155250549316,13.059345509551033,12.881484569888617,12.97400158358852,96408011
2011-09-06,12.917354583740234,12.931702655525328,12.628422987666513,12.635844240798027,109039179
2011-09-07,13.210492134094238,13.257740935010121,13.046483867226026,13.121932481723043,110645177
2011-09-08,13.233497619628906,13.335910909337086,13.157801787471834,13.20480242423376,95576908
2011-09-09,12.983403205871582,13.225828579299073,12.892864871863196,13.14543278165126,131242091
2011-09-12,13.11376953125,13.16002756870251,12.80158342600172,12.812962996039898,107216373
2011-09-13,13.09892749786377,13.20678241111674,12.947533935099207,13.160275260374469,94520965
2011-09-14,13.162007331848145,13.28272511582127,13.007398054651569,13.174870205383666,108179971
2011-09-15,13.421502113342285,13.48136657105572,13.223604245956356,13.246856873601162,118875912
2011-09-16,13.523419380187988,13.527377697281043,13.435849547240629,13.476914127104774,141901897
2011-09-19,13.523172378540039,13.603073742987144,13.243887955214479,13.366832585162197,99106087
2011-09-20,13.522184371948242,13.816311319375169,13.424222883231602,13.590706170936276,111580670
2011-09-21,13.338383674621582,13.729234105669763,13.329973553045498,13.5484046518786,100948969
2011-09-22,12.879753112792969,13.080620422608089,12.71500319751804,13.01803563000237,176671736
2011-09-23,12.999728202819824,13.022239176306789,12.727370618944171,12.778329567593447,111508400
2011-09-26,13.157554626464844,13.183281320818962,12.696449971558318,13.042772897201335,105762945
2011-09-27,13.341848373413086,13.532573158174865,13.260461806175275,13.313647611502894,120887424
2011-09-28,13.082103729248047,13.457617193750528,13.053903918263108,13.395279622866752,90871336
2011-09-29,13.048957824707031,13.291384152370124,12.84883216425411,13.260213943530868,116699786
2011-09-30,12.740730285644531,12.962376162655568,12.724402582034251,12.86862210585959,109352349
2011-10-03,12.257857322692871,12.66552993810476,12.244994448031116,12.612344129921244,179646846
2011-10-04,12.415679931640625,12.453776008140784,11.88877387426467,12.122047460151851,166975528
2011-10-05,12.484946250915527,12.561632850186708,11.89298124791028,12.2783900878234,182043797
2011-10-06,12.73256778717041,12.745430661175531,12.432997324184594,12.55421144142931,137485405
2011-10-07,12.742707252502441,12.875794405410682,12.62347278744095,12.785008862022837,114664185
2011-10-10,13.288166046142578,13.29558729811102,12.942584815998101,12.991565078989815,93236167
2011-10-11,13.43683910369873,13.526387619866243,13.19639147278017,13.19639147278017,114563810
2011-10-12,13.568441390991211,13.734923718981952,13.472707706207343,13.559288670665238,127588447
2011-10-13,13.827937126159668,13.828184343381572,13.556567444708502,13.606289363661439,228356741
2011-10-14,14.636601448059082,14.832521579208453,14.53493075600065,14.82930586078795,342474886
2011-10-17,14.407285690307617,14.640311131632053,14.298193748778777,14.439691037899822,160928949
2011-10-18,14.607657432556152,14.658370114885994,14.283351060406973,14.352369183504585,152601853
2011-10-19,14.364984512329102,14.646001342769733,14.328372684434703,14.529239988246916,117699519
2011-10-20,14.438455581665039,14.567583490408479,14.335547855055998,14.394670662246478,135666613
2011-10-21,14.607163429260254,14.663070516488242,14.513409373267546,14.582921932861739,136148412
2011-10-24,14.753856658935547,14.841674663335313,14.508462764918793,14.513904385766525,137589795
2011-10-25,14.425838470458984,14.718729317739223,14.418170000438995,14.671727734323726,102000897
2011-10-26,14.503761291503906,14.599494979854802,14.171043840346266,14.58391082243638,115354763
2011-10-27,14.809514999389648,14.909207004892995,14.67667599405172,14.803331727067313,151778780
2011-10-28,14.845878601074219,14.899312568602237,14.700175775679988,14.706855376818158,100696024
2011-10-31,14.660347938537598,14.834746902875061,14.636353659936471,14.720955940466,102695490
2011-11-01,14.3142728805542,14.483971883644202,14.267273190147156,14.350143059427936,125472546
2011-11-02,14.466902732849121,14.544578199718572,14.359544147905932,14.468882365141358,85153986
2011-11-03,14.780572891235352,14.780572891235352,14.439691581672992,14.520830930302948,107192283
2011-11-04,14.746929168701172,14.835984196715726,14.65515285696522,14.681622148157166,113817021
2011-11-07,15.048478126525879,15.059610479208464,14.650206440440385,14.67717016747307,134799374
2011-11-08,15.147674560546875,15.19789186122287,14.931470312518867,15.065051912704368,121630197
2011-11-09,14.865917205810547,15.07470116432076,14.809268464264163,14.94779820823031,148996390
2011-11-10,14.720708847045898,14.989603519091,14.633632499160557,14.989109084639116,115166059
2011-11-11,15.048972129821777,15.141490095402576,14.807782843982553,14.874574116587185,159676271
2011-11-14,15.16400146484375,15.289666431990735,15.03487261497291,15.040314235494797,128026081
2011-11-15,15.252065658569336,15.289666356356772,15.10215824905908,15.159053256591083,107441212
2011-11-16,15.126152992248535,15.295110341046865,15.104879996869862,15.141243662464174,104731092
2011-11-17,14.863937377929688,15.146437517834086,14.762761124973549,15.09102581394625,140255750
2011-11-18,14.715760231018066,14.95373285097274,14.68780668874732,14.891890658818463,132000924
2011-11-21,14.37092113494873,14.55793574495263,14.151995613781338,14.53962935789247,120501984
2011-11-22,14.347667694091797,14.470612318497052,14.229918419919308,14.347667694091797,96572626
2011-11-23,14.103015899658203,14.353852341786638,14.103015899658203,14.232640128634449,93380707
2011-11-25,13.927133560180664,14.20592356228278,13.885822707671155,13.981309180855996,62730250
2011-11-28,14.550267219543457,14.565851375653722,14.261086546539618,14.332083350845513,113580136
2011-11-29,14.420149803161621,14.603947762971947,14.38056947207041,14.54260000208661,73546641
2011-11-30,14.827325820922852,14.830294322028243,14.646743582332258,14.79170475485059,136389312
2011-12-01,15.183050155639648,15.23821464524505,14.81767918405866,14.84241606267361,145366836
2011-12-02,15.346068382263184,15.436112280583307,15.244643967256234,15.26418738804685,164040568
2011-12-05,15.4769287109375,15.631537032170247,15.396531967131814,15.52615619440301,128379401
2011-12-06,15.430423736572266,15.550398924381577,15.343101114996063,15.411128478638966,93408812
2011-12-07,15.42102336883545,15.477176726031987,15.290163048734833,15.378721754025426,90630437
2011-12-08,15.239450454711914,15.521457117272126,15.220897796087572,15.362890469887365,96885796
2011-12-09,15.520713806152344,15.563014472077867,15.263197763536745,15.287688370540268,111062736
2011-12-12,15.470498085021973,15.490039612471062,15.344336786559392,15.38366990026454,87683432
2011-12-13,15.476435661315918,15.746814597955789,15.407664750886749,15.55386296387252,161731947
2011-12-14,15.28941822052002,15.444027483950329,15.151383876379585,15.382925998519662,156733281
2011-12-15,15.325783729553223,15.436112703334816,15.30475605769581,15.399500874492269,96705121
2011-12-16,15.484597206115723,15.567714286633995,15.373526583412687,15.444028008321077,179040582
2011-12-19,15.382431030273438,15.547430051248744,15.337161864097746,15.535307882966434,86061375
2011-12-20,15.593690872192383,15.630054539749914,15.534815280307804,15.535062497552275,95886062
2011-12-21,15.481134414672852,15.629558518344203,15.31143542224942,15.584783785865703,100290510
2011-12-22,15.577115058898926,15.627331410951665,15.510571951520753,15.53382457764386,73165217
2011-12-23,15.662212371826172,15.700308453748494,15.598390541892655,15.634012557032753,58365953
2011-12-27,15.838095664978027,15.942981131346707,15.634012623163372,15.635248709367223,64496847
2011-12-28,15.824488639831543,15.95559617032686,15.784908310993266,15.899937250490671,85406931
2011-12-29,15.891280174255371,15.906122679415668,15.7131701123318,15.868768252101907,63252199
2011-12-30,15.977861404418945,15.999137243345853,15.881881436726733,15.881881436726733,71559220
2012-01-03,16.460485458374023,16.52826654550252,16.13790961946288,16.15201141970281,147611217
2012-01-04,16.531482696533203,16.58021574885139,16.3419949495486,16.451086894498935,114989399
2012-01-05,16.302167892456055,16.424865313672495,16.23339792866166,16.37934892559228,131808205
2012-01-06,16.07977867126465,16.326656791280747,16.074087939360133,16.30562912012891,108119746
2012-01-09,15.398016929626465,16.00507256750664,15.367589319529316,15.992702234177392,233776981
2012-01-10,15.414836883544922,15.678538080601642,15.260723949175992,15.578351649366766,176483032
2012-01-11,15.484597206115723,15.569446701538304,15.364868297660758,15.423742935827551,96359832
2012-01-12,15.575630187988281,15.656027880225682,15.497954726753358,15.614716083018635,75289148
2012-01-13,15.460603713989258,15.509088604126978,15.363385769276524,15.492020195119364,92637933
2012-01-17,15.549409866333008,15.633517715622009,15.477671403440675,15.633517715622009,76658261
2012-01-18,15.656523704528809,15.683486486225247,15.389606752498558,15.501172768268136,110882061
2012-01-19,15.821272850036621,15.856400429344372,15.620652752552974,15.856400429344372,253157352
2012-01-20,14.495845794677734,14.619779298348506,14.389723298114912,14.60815345803565,424637703
2012-01-23,14.484219551086426,14.561895019271036,14.425839341326672,14.496093556270953,137027695
2012-01-24,14.370676040649414,14.53765282059563,14.298194974909398,14.504009489605593,122690156
2012-01-25,14.087678909301758,14.31575715848926,14.010745100179617,14.286072148358043,200255805
2012-01-26,14.05329418182373,14.211119183417889,13.96547712442024,14.149276038498284,129531704
2012-01-27,14.347174644470215,14.355585713662546,14.083722529024858,14.11959081372927,145242371
2012-01-30,14.290525436401367,14.34766860945314,14.184402941986617,14.299430939775082,93569411
2012-01-31,14.350390434265137,14.446618560020118,14.227693014619604,14.421880733985422,86017210
2012-02-01,14.36820125579834,14.48372463809578,14.326395021791075,14.469871001043186,93175942
2012-02-02,14.474075317382812,14.50623439338592,14.399121142036618,14.468139262678774,96950036
2012-02-03,14.751629829406738,14.769935270293315,14.54680420255598,14.611368627299466,127215053
2012-02-06,15.067278861999512,15.110321180358717,14.694238490141919,14.71897631481045,147735682
2012-02-07,15.009886741638184,15.07469932740097,14.935427001489726,15.019287626005173,83997668
2012-02-08,15.086077690124512,15.123183950955347,14.959670133285222,15.056145464253031,73731331
2012-02-09,15.125905990600586,15.201108336749655,15.065052663178289,15.139759627665594,90927546
2012-02-10,14.988614082336426,15.043530406813126,14.941366228020192,15.037347134430776,93356617
2012-02-13,15.144211769104004,15.184781917877835,15.090285259014808,15.102159264081784,72924318
2012-02-14,15.08385181427002,15.139263518289109,14.960165533108658,15.127884895694942,72418428
2012-02-15,14.979955673217773,15.162270329333433,14.905743144543674,15.162270329333433,97399715
2012-02-16,15.003703117370605,15.060351854259764,14.786261837332773,14.91217496691437,101615457
2012-02-17,14.957196235656738,15.031160593754084,14.901784534588037,14.965359139535478,98331193
2012-02-21,15.188737869262695,15.284718769793125,14.913658040497396,14.938148647256511,99603946
2012-02-22,15.038829803466797,15.257509064798008,15.008403141340578,15.138274588510836,78974912
2012-02-23,14.993560791015625,15.038829958839994,14.851074633716019,15.015577331866997,82508106
2012-02-24,15.087316513061523,15.130606997967373,14.978719001346452,15.024236335762492,77714204
2012-02-27,15.07271957397461,15.148168182359862,14.967585956653398,15.00543386945056,72827958
2012-02-28,15.297335624694824,15.33147433594227,15.032399258597236,15.089790597956704,114330940
2012-02-29,15.293872833251953,15.47569210277557,15.22584452594999,15.302531119227465,125946315
2012-03-01,15.39653205871582,15.478165836282816,15.291398437539877,15.393069123277114,89843498
